"gene_name","Human Gene ID","HGNCID","Human Symbol"," Species","Mouse GeneID","MGIID","Mouse_Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From"
"ANGPTL2","23452","490","ANGPTL2","Mouse","70726","1917976","Angptl6","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","11602","1336887","Angpt4","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","654812","3605801","Angptl7","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","14190","103266","Fgl2","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","99571","95526","Fgg","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","14161","1316726","Fga","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","14133","1340905","Fcna","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","76293","1342276","Mfap4","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","21960","99516","Tnr","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","72713","1919963","Angptl1","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","14134","1341158","Fcnb","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","11600","108448","Angpt1","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","81877","1932137","Tnxb","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","329278","2665790","Tnn","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","21923","101922","Tnc","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","98970","2138953","Fibcd1","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANGPTL2","23452","490","ANGPTL2","Mouse","110135","99501","Fgb","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANKRD13A","88455","21268","ANKRD13A","Mouse","68420","1915670","Ankrd13a","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ANKRD13A","88455","21268","ANKRD13A","Mouse","68423","1915673","Ankrd13d","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"ANKRD13A","88455","21268","ANKRD13A","Mouse","268445","2144501","Ankrd13b","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"ANKRD13A","88455","21268","ANKRD13A","Mouse","433667","2139746","Ankrd13c","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANKRD9","122416","20096","ANKRD9","Mouse","74251","1921501","Ankrd9","10","10.39","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome"
"ANLN","54443","14082","ANLN","Mouse","68743","1920174","Anln","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"ANOS1","3730","6211","ANOS1","Mouse","100034251","3649773","Wfdc17","5","4.84","high","Yes","Yes","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ANOS1","3730","6211","ANOS1","Mouse","14038","107506","Wfdc18","3","2.8","moderate","No","Yes","eggNOG, OrthoFinder, orthoMCL"
"ANXA1","301","533","ANXA1","Mouse","16952","96819","Anxa1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ANXA1","301","533","ANXA1","Mouse","11749","88255","Anxa6","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11747","106008","Anxa5","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11752","1201374","Anxa8","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","12306","88246","Anxa2","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11745","1201378","Anxa3","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","26359","1347090","Anxa10","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11750","88031","Anxa7","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11746","88030","Anxa4","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA1","301","533","ANXA1","Mouse","11744","108481","Anxa11","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","11747","106008","Anxa5","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ANXA5","308","543","ANXA5","Mouse","11749","88255","Anxa6","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ANXA5","308","543","ANXA5","Mouse","11752","1201374","Anxa8","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ANXA5","308","543","ANXA5","Mouse","11746","88030","Anxa4","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ANXA5","308","543","ANXA5","Mouse","12306","88246","Anxa2","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","11745","1201378","Anxa3","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","26359","1347090","Anxa10","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","11750","88031","Anxa7","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","11744","108481","Anxa11","2","1.91","low","No","No","eggNOG, OrthoDB"
"ANXA5","308","543","ANXA5","Mouse","16952","96819","Anxa1","2","1.91","low","No","No","eggNOG, OrthoDB"
"APCDD1L","164284","26892","APCDD1L","Mouse","494504","3513977","Apcdd1","3","2.83","moderate","Yes","No","eggNOG, orthoMCL, RoundUp"
"ARHGAP23","57636","29293","ARHGAP23","Mouse","58996","3697726","Arhgap23","14","14.4","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARHGAP23","57636","29293","ARHGAP23","Mouse","71435","1918685","Arhgap21","3","2.93","low","No","No","OrthoFinder, orthoMCL, RoundUp"
"ARHGAP33","115703","23085","ARHGAP33","Mouse","233071","2673998","Arhgap33","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARHGAP33","115703","23085","ARHGAP33","Mouse","330914","2450166","Arhgap32","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ARHGDIA","396","678","ARHGDIA","Mouse","192662","2178103","Arhgdia","14","14.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARHGDIA","396","678","ARHGDIA","Mouse","11857","101940","Arhgdib","5","4.83","moderate","No","No","eggNOG, Hieranoid, OrthoFinder, orthoMCL, RoundUp"
"ARHGDIA","396","678","ARHGDIA","Mouse","14570","108430","Arhgdig","3","2.93","low","No","No","eggNOG, OrthoFinder, RoundUp"
"ARHGDIB","397","679","ARHGDIB","Mouse","11857","101940","Arhgdib","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARHGDIB","397","679","ARHGDIB","Mouse","14570","108430","Arhgdig","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"ARHGDIB","397","679","ARHGDIB","Mouse","192662","2178103","Arhgdia","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"ARHGEF4","50649","684","ARHGEF4","Mouse","226970","2442507","Arhgef4","8","8.38","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, Phylome, RoundUp, TreeFam"
"ARHGEF4","50649","684","ARHGEF4","Mouse","236915","2442233","Arhgef9","2","1.93","low","No","No","eggNOG, RoundUp"
"ARIH1","25820","689","ARIH1","Mouse","23806","1344363","Arih1","14","14.31","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARIH1","25820","689","ARIH1","Mouse","23807","1344361","Arih2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"ARIH1","25820","689","ARIH1","Mouse","70797","1918047","Ankib1","2","1.91","low","No","No","eggNOG, OrthoDB"
"ARL3","403","694","ARL3","Mouse","56350","1929699","Arl3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARL5A","26225","696","ARL5A","Mouse","75423","1922673","Arl5a","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARL5A","26225","696","ARL5A","Mouse","75869","1923119","Arl5b","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"ARL5A","26225","696","ARL5A","Mouse","217151","3028577","Arl5c","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ARRB1","408","711","ARRB1","Mouse","109689","99473","Arrb1","13","13.28","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARRB1","408","711","ARRB1","Mouse","216869","99474","Arrb2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ARRB1","408","711","ARRB1","Mouse","170735","2159617","Arr3","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ARRB1","408","711","ARRB1","Mouse","20215","98227","Sag","2","1.9","low","No","No","eggNOG, OrthoFinder"
"ARRB2","409","712","ARRB2","Mouse","216869","99474","Arrb2","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARRB2","409","712","ARRB2","Mouse","109689","99473","Arrb1","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"ARRB2","409","712","ARRB2","Mouse","170735","2159617","Arr3","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"ARRB2","409","712","ARRB2","Mouse","20215","98227","Sag","2","1.9","low","No","No","eggNOG, OrthoFinder"
"ARSI","340075","32521","ARSI","Mouse","545260","2670959","Arsi","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ARSI","340075","32521","ARSI","Mouse","271970","2443513","Arsj","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ARSI","340075","32521","ARSI","Mouse","11881","88075","Arsb","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ASAP1","50807","2720","ASAP1","Mouse","13196","1342335","Asap1","13","13.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ASAP1","50807","2720","ASAP1","Mouse","211914","2685438","Asap2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"ASAP1","50807","2720","ASAP1","Mouse","230837","2684986","Asap3","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"ASF1B","55723","20996","ASF1B","Mouse","66929","1914179","Asf1b","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ASF1B","55723","20996","ASF1B","Mouse","66403","1913653","Asf1a","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ASNSD1","54529","24910","ASNSD1","Mouse","70396","1917646","Asnsd1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ATF3","467","785","ATF3","Mouse","11910","109384","Atf3","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ATF3","467","785","ATF3","Mouse","81703","1932093","Jdp2","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"ATP5E","514","838","ATP5F1E","Mouse","67126","1855697","Atp5e","14","14.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ATP5O","539","850","ATP5PO","Mouse","28080","106341","Atp5o","9","9.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"ATP5O","539","850","ATP5PO","Mouse","102641678","-","LOC102641678","6","6","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, Phylome, RoundUp"
"BAMBI","25805","30251","BAMBI","Mouse","68010","1915260","Bambi","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BBS2","583","967","BBS2","Mouse","67378","2135267","Bbs2","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"BCAR1","9564","971","BCAR1","Mouse","12927","108091","Bcar1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BCAR1","9564","971","BCAR1","Mouse","18003","97302","Nedd9","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"BCAR3","8412","973","BCAR3","Mouse","29815","1352501","Bcar3","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BCAR3","8412","973","BCAR3","Mouse","27387","1351631","Sh2d3c","2","1.91","low","No","No","eggNOG, OrthoDB"
"BCAT1","586","976","BCAT1","Mouse","12035","104861","Bcat1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BCAT1","586","976","BCAT1","Mouse","12036","1276534","Bcat2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"BDKRB1","623","1029","BDKRB1","Mouse","12061","88144","Bdkrb1","13","13.39","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BDKRB2","624","1030","BDKRB2","Mouse","12062","102845","Bdkrb2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BLOC1S5-TXNDC5","100526836","42001","BLOC1S5-TXNDC5","Mouse","17828","2178598","Bloc1s5","1","1.1","low","Yes","No","Panther"
"BMP1","649","1067","BMP1","Mouse","12153","88176","Bmp1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BMP1","649","1067","BMP1","Mouse","21892","106923","Tll1","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"BMP1","649","1067","BMP1","Mouse","24087","1346044","Tll2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"BMP1","649","1067","BMP1","Mouse","65969","1931256","Cubn","2","1.91","low","No","No","eggNOG, OrthoDB"
"BMP1","649","1067","BMP1","Mouse","17287","96963","Mep1a","2","1.91","low","No","No","eggNOG, OrthoDB"
"BMP1","649","1067","BMP1","Mouse","215095","3046414","Astl","2","1.91","low","No","No","eggNOG, OrthoDB"
"BMP1","649","1067","BMP1","Mouse","17288","96964","Mep1b","2","1.91","low","No","No","eggNOG, OrthoDB"
"BNIP3","664","1084","BNIP3","Mouse","12176","109326","Bnip3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BRWD3","254065","17342","BRWD3","Mouse","382236","3029414","Brwd3","12","12.49","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam"
"BRWD3","254065","17342","BRWD3","Mouse","83946","1932404","Phip","4","3.94","moderate","No","No","OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"BRWD3","254065","17342","BRWD3","Mouse","93871","1890651","Brwd1","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL"
"BUB1","699","1148","BUB1","Mouse","12235","1100510","Bub1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BUB1","699","1148","BUB1","Mouse","12236","1333889","Bub1b","2","2.03","low","No","No","OrthoFinder, RoundUp"
"BZW2","28969","18808","BZW2","Mouse","66912","1914162","Bzw2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"BZW2","28969","18808","BZW2","Mouse","66882","1914132","Bzw1","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"C10orf10","11067","23355","DEPP1","Mouse","213393","1918730","8430408G22Rik","13","13.33","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp"
"C11orf58","10944","16990","C11orf58","Mouse","56372","1929274","1110004F10Rik","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"C14orf159","80017","20498","DGLUCY","Mouse","217830","2444813","Dglucy","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"C15orf52","388115","33488","CCDC9B","Mouse","214239","2685199","A430105I19Rik","14","14.27","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"C6orf48","50854","19078","C6orf48","","","","","0","0","None","","",""
"C8orf44-SGK3","100533105","48354","C8orf44-SGK3","Mouse","170755","2182368","Sgk3","12","12.4","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam"
"CACYBP","27101","30423","CACYBP","Mouse","12301","1270839","Cacybp","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"CALD1","800","1441","CALD1","Mouse","109624","88250","Cald1","10","10.33","high","Yes","Yes","Compara, eggNOG, HGNC, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"CALHM2","51063","23493","CALHM2","Mouse","72691","1919941","Calhm2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"CAMK2A","815","1460","CAMK2A","Mouse","12322","88256","Camk2a","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"CAMK2A","815","1460","CAMK2A","Mouse","12325","88259","Camk2g","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"CAMK2A","815","1460","CAMK2A","Mouse","12323","88257","Camk2b","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"CAMK2A","815","1460","CAMK2A","Mouse","108058","1341265","Camk2d","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"CAMK2A","815","1460","CAMK2A","Mouse","227541","2442190","Camk1d","2","1.91","low","No","No","OrthoDB, orthoMCL"
"CAMK2A","815","1460","CAMK2A","Mouse","215303","2388073","Camk1g","2","1.91","low","No","No","OrthoDB, orthoMCL"
"CAMK2A","815","1460","CAMK2A","Mouse","52163","1098535","Camk1","2","1.91","low","No","No","OrthoDB, orthoMCL"
"CAMK2A","815","1460","CAMK2A","Mouse","12326","88258","Camk4","2","1.91","low","No","No","OrthoDB, orthoMCL"
"CBX3","11335","1553","CBX3","Mouse","12417","108515","Cbx3","10","10.45","high","Yes","Yes","eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam"
